sensor_index,last_modified,date_created,last_seen,private,is_owner,name,location_type,model,hardware,led_brightness,firmware_version,rssi,uptime,pa_latency,memory,position_rating,latitude,longitude,altitude,channel_state,channel_flags,channel_flags_manual,channel_flags_auto,confidence,confidence_auto,confidence_manual,humidity,humidity_a,temperature,temperature_a,pressure,pressure_a,analog_input,pm1.0,pm1.0_a,pm1.0_b,pm2.5,pm2.5_a,pm2.5_b,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm1.0_alt,pm1.0_alt_a,pm1.0_alt_b,pm10.0_alt,pm10.0_alt_a,pm10.0_alt_b,pm10.0,pm10.0_a,pm10.0_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b,primary_key_a,stats,stats_a,stats_b,dt
247259,1729088492,1729002779,1757913961,0,0,RIO401101,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.02,-60,8196,2319,16624,0,-22.911589,-43.75682,2,3,0,0,0,100,100,100,63,63,75,75,1020.31,1020.31,0.02,27.9,29.2,26.6,41.1,43.4,38.8,24.7,24.8,24.6,11.3,11.4,11.2,62.9,61.6,64.2,54.4,59.5,49.2,89.8,92.4,87.1,24.7,24.9,24.4,33.2,32.3,34.1,5983.5,6160,5807,1561.5,1545,1578,251.0,254,248,35.5,38,33,12.5,17,8,8.5,13,4,33.4,34.67,32.09,27.9,29.21,26.59,41.1,43.35,38.77,47.9,50.16,45.57,54.4,59.49,49.25,59.0,65.77,52.21,2LIIR1MN6MBESGMF,"{'pm2.5': 41, 'pm2.5_10minute': 31.3, 'pm2.5_30minute': 24.0, 'pm2.5_60minute': 20.4, 'pm2.5_6hour': 16.5, 'pm2.5_24hour': 17.2, 'pm2.5_1week': 17.3, 'time_stamp': 1757913961}","{'pm2.5': 43, 'pm2.5_10minute': 33.1, 'pm2.5_30minute': 25.5, 'pm2.5_60minute': 21.8, 'pm2.5_6hour': 17.6, 'pm2.5_24hour': 18.4, 'pm2.5_1week': 18.6, 'time_stamp': 1757913961}","{'pm2.5': 39, 'pm2.5_10minute': 29.4, 'pm2.5_30minute': 22.5, 'pm2.5_60minute': 19.0, 'pm2.5_6hour': 15.4, 'pm2.5_24hour': 16.1, 'pm2.5_1week': 16.0, 'time_stamp': 1757913961}",2025-09-15 05:26:01
